"","district_reporting","total_settlements","school_not_attend_perc","no_edu_children_perc","children_removed_perc","no_edu_children","school_not_attend","children_removed","htr_eie_score","htr_eie_rank","htr_eie_rank_high","protect_incident_extreme_perc","protect_incident_severe_perc","gbv_incidents_perc","phys_injury_perc","no_tazkira_perc","explosive_extreme_perc","explosive_severe_perc","explosive_stress_perc","safety_rating_perc","protect_incident_extreme","protect_incident_severe","gbv_incidents","phys_injury","no_tazkira","explosive_extreme","explosive_severe","explosive_stress","safety_rating","htr_prot_score","htr_prot_rank","htr_prot_rank_high","nutrition_no_access_perc","malnut_extreme_perc","malnut_severe_perc","malnut_stress_perc","nutrition_no_access","malnut_extreme","malnut_severe","malnut_stress","malnutrition_score","htr_nut_score","htr_nut_rank","htr_nut_rank_high","unprotect_water_extreme_perc.x","unprotect_water_severe_perc.x","waste_disposal_severe_perc.x","water_no_access_perc.x","soap_access_perc.x","unprotect_water_extreme.x","unprotect_water_severe.x","waste_disposal_severe.x","water_no_access.x","soap_access.x","htr_wash_score.x","htr_wash_rank.x","htr_wash_high.x","hunger_extreme_perc","hunger_severe_perc","borrow_extreme_perc","borrow_severe_perc","reduced_food_extreme_perc","reduced_food_severe_perc","livestock_impact_extreme_perc","livestock_impact_severe_perc","ag_impact_extreme_perc","ag_impact_severe_perc","hunger_extreme","hunger_severe","borrow_extreme","borrow_severe","reduced_food_extreme","reduced_food_severe","livestock_impact_extreme","livestock_impact_severe","ag_impact_extreme","ag_impact_severe","htr_fsa_score","htr_fsa_rank","htr_fsa_rank_high","unprotect_water_extreme_perc.y","unprotect_water_severe_perc.y","waste_disposal_severe_perc.y","water_no_access_perc.y","soap_access_perc.y","unprotect_water_extreme.y","unprotect_water_severe.y","waste_disposal_severe.y","water_no_access.y","soap_access.y","htr_wash_score.y","htr_wash_rank.y","htr_wash_high.y","shelter_type_severe_perc","no_shelter_open_perc","shelter_destroyed_extreme_perc","shelter_destroyed_severe_perc","nfi_market_perc","shelter_type_severe","no_shelter_open","shelter_destroyed_extreme","shelter_destroyed_severe","nfi_market","htr_esnfi_score","htr_esnfi_rank","htr_esnfi_rank_high","more_people_died_perc","health_functioning_access_perc","health_closed_perc","birth_hospital_perc","health_prio_perc","more_people_died","health_functioning_access","health_closed","birth_hospital","health_prio","htr_health_score","htr_health_rank","htr_health_rank_high"
"85","shah_wali_kot",56,1,0.875,0.25,4,4,4,12,4,1,0.625,1,0.589285714285714,0.607142857142857,0.0357142857142857,0.875,0.5,0.107142857142857,0.142857142857143,6,4,6,6,0,6,2,0,0,30,3,1,0.678571428571429,0.339285714285714,0.375,0.285714285714286,6,3,2,1,2,8,3,1,0,0.357142857142857,0.660714285714286,0.428571428571429,0.0892857142857143,0,4,1,3,0,8,2,0,0.0714285714285714,0.232142857142857,0.0357142857142857,0.642857142857143,0.0178571428571429,0.5,0.482142857142857,0.125,0.196428571428571,0.482142857142857,0,2,0,2,0,1,3,0,0,1,9,2,0,0,0.357142857142857,0.660714285714286,0.428571428571429,0.0892857142857143,0,4,1,3,0,8,2,0,0.0892857142857143,0.589285714285714,0.125,0.410714285714286,0.482142857142857,0,2,0,2,0,4,1,0,0.589285714285714,0.392857142857143,0.589285714285714,0.678571428571429,0.696428571428571,2,3,6,2,4,17,4,1
"86","shahid_e_hassas",19,0.578947368421053,0.263157894736842,0.473684210526316,2,4,8,14,4,1,0.210526315789474,0.157894736842105,0.157894736842105,0.894736842105263,0,0.684210526315789,0.578947368421053,0.210526315789474,0.578947368421053,0,0,0,6,0,6,4,0,4,20,2,0,0.578947368421053,0.210526315789474,0.263157894736842,0.526315789473684,6,0,2,2,2,8,3,1,0.105263157894737,0,1,0.157894736842105,0.526315789473684,0,0,2,0,2,4,1,0,0,0.578947368421053,0,0.684210526315789,0,0.578947368421053,0.263157894736842,0.157894736842105,0.105263157894737,0.736842105263158,0,4,0,2,0,2,3,0,0,2,13,2,0,0.105263157894737,0,1,0.157894736842105,0.526315789473684,0,0,2,0,2,4,1,0,0,0.789473684210526,0.210526315789474,0.684210526315789,0.368421052631579,0,2,0,4,0,6,2,0,0.210526315789474,0.263157894736842,0.894736842105263,0.578947368421053,0.210526315789474,0,3,6,2,0,11,3,1
"87","sheltan",9,0.555555555555556,0.333333333333333,0.333333333333333,2,4,8,14,4,1,0.333333333333333,0.444444444444444,0.222222222222222,0.555555555555556,0,0.666666666666667,0.666666666666667,0,0.222222222222222,3,2,0,6,0,6,4,0,0,21,3,1,0.888888888888889,0.111111111111111,0.111111111111111,0.777777777777778,6,0,0,2,2,8,3,1,0,0.555555555555556,0,0.333333333333333,0,0,4,0,3,0,7,2,0,0,0.333333333333333,0.333333333333333,0.444444444444444,0.333333333333333,0.333333333333333,0.555555555555556,0.333333333333333,0.111111111111111,0.333333333333333,0,4,2,1,2,1,6,1,0,1,18,2,0,0,0.555555555555556,0,0.333333333333333,0,0,4,0,3,0,7,2,0,0.111111111111111,0.111111111111111,0,0.222222222222222,1,0,0,0,0,4,4,1,0,0.888888888888889,0.111111111111111,0,0.888888888888889,0.777777777777778,2,0,0,2,4,8,2,0
"88","sher_zad",31,0.612903225806452,0.32258064516129,0.612903225806452,2,4,8,14,4,1,0.935483870967742,0.903225806451613,0,0.806451612903226,0,0.870967741935484,0.870967741935484,0.838709677419355,0.903225806451613,6,4,0,6,0,6,4,2,4,32,4,1,0.806451612903226,0.0967741935483871,0.354838709677419,0.548387096774194,6,0,2,2,2,8,3,1,0.258064516129032,0.225806451612903,1,0,0,3,2,2,0,0,7,2,0,0,0.354838709677419,0.193548387096774,0.548387096774194,0.0645161290322581,0.612903225806452,0.67741935483871,0.258064516129032,0.580645161290323,0.290322580645161,0,4,0,2,0,2,6,1,4,1,20,3,1,0.258064516129032,0.225806451612903,1,0,0,3,2,2,0,0,7,2,0,0,0,0.161290322580645,0.451612903225806,0.903225806451613,0,0,0,2,4,6,2,0,0.290322580645161,0.580645161290323,0.645161290322581,0.870967741935484,0.741935483870968,1,6,6,2,4,19,4,1
"89","shigal",27,0.37037037037037,0.222222222222222,0.037037037037037,0,2,0,2,1,0,0.111111111111111,0.444444444444444,0.037037037037037,0,0,0,0,0,0.148148148148148,0,2,0,0,0,0,0,0,0,2,1,0,0.851851851851852,0,0.185185185185185,0.814814814814815,6,0,0,2,2,8,3,1,0.037037037037037,0,0,0.0740740740740741,0.333333333333333,0,0,0,0,1,1,1,0,0,0.148148148148148,0,0.777777777777778,0.037037037037037,0.333333333333333,0,0,0,0.037037037037037,0,0,0,2,0,1,0,0,0,0,3,1,0,0.037037037037037,0,0,0.0740740740740741,0.333333333333333,0,0,0,0,1,1,1,0,0,0.0740740740740741,0,0,1,0,0,0,0,4,4,1,0,0.0740740740740741,0.740740740740741,0,0.37037037037037,0.592592592592593,0,6,0,1,4,11,3,1
"90","shindand",17,0.352941176470588,0.294117647058824,0.882352941176471,2,2,8,12,4,1,0.764705882352941,0.764705882352941,0.117647058823529,0.705882352941177,0,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.823529411764706,6,4,0,6,0,0,0,0,4,20,2,0,1,0.470588235294118,0.470588235294118,0.0588235294117647,6,3,2,0,2,8,3,1,0,0.941176470588235,1,0,0,0,4,2,0,0,6,2,0,0,0.588235294117647,0.117647058823529,0.764705882352941,0.0588235294117647,0.764705882352941,0.647058823529412,0.294117647058824,0.117647058823529,0.823529411764706,0,4,0,2,0,2,6,1,0,2,17,2,0,0,0.941176470588235,1,0,0,0,4,2,0,0,6,2,0,0,0.0588235294117647,0,0.235294117647059,0.588235294117647,0,0,0,0,2,2,1,0,0.529411764705882,0.294117647058824,0,0.235294117647059,0.941176470588235,2,3,0,0,4,9,3,1
"91","shirin_tagab",23,0.91304347826087,0.565217391304348,0.782608695652174,4,4,8,16,4,1,0.91304347826087,0.91304347826087,1,0.956521739130435,0,0.869565217391304,0.869565217391304,0.826086956521739,0.91304347826087,6,4,6,6,0,6,4,2,4,38,4,1,0.91304347826087,0.304347826086957,0,0.695652173913043,6,3,0,2,2,8,3,1,0.0434782608695652,0.478260869565217,1,0.0434782608695652,0,0,4,2,0,0,6,2,0,0,0.0434782608695652,0,0.173913043478261,0,0,0.347826086956522,0.652173913043478,0,0.0434782608695652,0,0,0,0,0,0,3,2,0,0,5,1,0,0.0434782608695652,0.478260869565217,1,0.0434782608695652,0,0,4,2,0,0,6,2,0,0,0.217391304347826,0.391304347826087,0.304347826086957,0.217391304347826,0,0,3,2,0,5,2,0,0.91304347826087,0.478260869565217,0.434782608695652,0.0869565217391304,0.739130434782609,2,3,3,0,4,12,3,1
"92","sozmaqala",51,0.647058823529412,0.0588235294117647,0.392156862745098,0,4,8,12,4,1,0.92156862745098,0.941176470588235,0.588235294117647,0.745098039215686,0,0.196078431372549,0.411764705882353,0.823529411764706,0,6,4,6,6,0,0,2,2,0,26,3,1,0.215686274509804,0,0.549019607843137,0.450980392156863,0,0,4,1,4,4,2,0,0.215686274509804,0.117647058823529,0.431372549019608,0.490196078431373,0,3,0,0,3,0,6,2,0,0,0.0196078431372549,0,0.568627450980392,0,0.372549019607843,0.627450980392157,0.0784313725490196,0.0196078431372549,0.0588235294117647,0,0,0,2,0,1,6,0,0,0,9,2,0,0.215686274509804,0.117647058823529,0.431372549019608,0.490196078431373,0,3,0,0,3,0,6,2,0,0,0,0.0196078431372549,0.117647058823529,0.803921568627451,0,0,0,0,4,4,1,0,0.549019607843137,0.0588235294117647,0,0.215686274509804,0.0980392156862745,2,0,0,0,0,2,1,0
"93","surkh_rod",41,0.146341463414634,0.0487804878048781,0.268292682926829,0,0,4,4,2,0,0.51219512195122,0.536585365853659,0.0975609756097561,0.121951219512195,0.024390243902439,0.0975609756097561,0,0.0731707317073171,0,6,4,0,0,0,0,0,0,0,10,1,0,0.634146341463415,0.536585365853659,0.414634146341463,0.0487804878048781,6,6,2,0,6,12,4,1,0,0.0487804878048781,0.926829268292683,0,0,0,0,2,0,0,2,1,0,0,0,0.146341463414634,0.731707317073171,0.268292682926829,0.609756097560976,0.146341463414634,0.024390243902439,0.170731707317073,0.024390243902439,0,0,0,2,2,2,0,0,0,0,6,1,0,0,0.0487804878048781,0.926829268292683,0,0,0,0,2,0,0,2,1,0,0.0975609756097561,0.195121951219512,0,0,0.951219512195122,0,0,0,0,4,4,1,0,0,0.341463414634146,0.024390243902439,0.170731707317073,0.341463414634146,0,3,0,0,2,5,2,0
"94","tirinkot",29,0.96551724137931,0.724137931034483,0.379310344827586,4,4,8,16,4,1,0.862068965517241,0.96551724137931,1,0.931034482758621,0,0.827586206896552,0.862068965517241,0.862068965517241,0,6,4,6,6,0,6,4,2,0,34,4,1,0.724137931034483,0,0,0.96551724137931,6,0,0,2,2,8,3,1,0,0.103448275862069,1,0.413793103448276,0.620689655172414,0,0,2,3,2,7,2,0,0,0.517241379310345,0,0.896551724137931,0,0.896551724137931,0.206896551724138,0.724137931034483,0,0.931034482758621,0,4,0,2,0,2,0,2,0,2,12,2,0,0,0.103448275862069,1,0.413793103448276,0.620689655172414,0,0,2,3,2,7,2,0,0,1,0,0.896551724137931,0.655172413793103,0,2,0,4,2,8,2,0,0.103448275862069,0.620689655172414,0.931034482758621,0.827586206896552,0.724137931034483,0,6,6,2,4,18,4,1
"95","urgun",32,0.1875,0,0,0,0,0,0,1,0,0.6875,0.8125,0.03125,0.59375,0,0.3125,0.15625,0.09375,0.3125,6,4,0,6,0,3,0,0,2,21,3,1,0.875,0.03125,0.375,0.53125,6,0,2,2,2,8,3,1,0,0.03125,1,0.0625,0,0,0,2,0,0,2,1,0,0,0.0625,0,0.15625,0,0.21875,0.6875,0.28125,0.0625,0.21875,0,0,0,0,0,0,6,1,0,0,7,1,0,0,0.03125,1,0.0625,0,0,0,2,0,0,2,1,0,0,0.03125,0,0.125,0.0625,0,0,0,0,0,0,1,0,0,0.5625,0.0625,0.25,0.5,0,6,0,0,2,8,2,0
"96","waghaz",21,0.857142857142857,0.428571428571429,0.0952380952380952,2,4,0,6,2,0,0.285714285714286,0.238095238095238,0.0476190476190476,0.19047619047619,0,0.285714285714286,0.428571428571429,0,0.142857142857143,3,0,0,0,0,3,2,0,0,8,1,0,1,0.285714285714286,0.285714285714286,0.285714285714286,6,3,2,1,2,8,3,1,0,0,0.380952380952381,0,0.428571428571429,0,0,0,0,1,1,1,0,0.19047619047619,0.333333333333333,0.523809523809524,0.19047619047619,0.380952380952381,0.285714285714286,0.0476190476190476,0,0.0476190476190476,0,4,4,4,0,2,1,0,0,0,0,15,2,0,0,0,0.380952380952381,0,0.428571428571429,0,0,0,0,1,1,1,0,0,0,0,0.0476190476190476,1,0,0,0,0,4,4,1,0,0.0952380952380952,0.19047619047619,0,0.19047619047619,0.904761904761905,0,0,0,0,4,4,1,0
"97","wal_e_muhammad_e_shahid",18,0.888888888888889,0,0.5,0,4,8,12,4,1,0.277777777777778,0.166666666666667,0,0.555555555555556,0,0.0555555555555556,0.166666666666667,0.0555555555555556,0,3,0,0,6,0,0,0,0,0,9,1,0,0.833333333333333,0.277777777777778,0.5,0.222222222222222,6,3,2,0,2,8,3,1,0,0.0555555555555556,1,0.0555555555555556,0.0555555555555556,0,0,2,0,0,2,1,0,0.111111111111111,0.111111111111111,0.222222222222222,0.5,0,0.222222222222222,0.555555555555556,0.444444444444444,0.0555555555555556,0.166666666666667,0,0,0,1,0,0,6,1,0,0,8,1,0,0,0.0555555555555556,1,0.0555555555555556,0.0555555555555556,0,0,2,0,0,2,1,0,0,0.111111111111111,0,0,1,0,0,0,0,4,4,1,0,0.5,0,0.277777777777778,0,0.333333333333333,1,0,3,0,2,6,2,0
"98","watapur",24,0.416666666666667,0.125,0.375,0,2,8,10,3,1,0.875,0.5,0.583333333333333,0.125,0,0,0,0,0.791666666666667,6,2,6,0,0,0,0,0,4,18,2,0,0.958333333333333,0.666666666666667,0.166666666666667,0.166666666666667,6,6,0,0,6,12,4,1,0.0416666666666667,0.208333333333333,1,0.125,0.0833333333333333,0,2,2,0,0,4,1,0,0,0.875,0.583333333333333,0.25,0.333333333333333,0.375,0.291666666666667,0.375,0.5,0.208333333333333,0,4,4,0,2,1,3,1,2,0,17,2,0,0.0416666666666667,0.208333333333333,1,0.125,0.0833333333333333,0,2,2,0,0,4,1,0,0,0.125,0,0.0416666666666667,0.958333333333333,0,0,0,0,4,4,1,0,0.666666666666667,0.916666666666667,0,0.791666666666667,0.708333333333333,2,6,0,2,4,14,3,1
"99","zheray",23,0.739130434782609,0.695652173913043,0.217391304347826,4,4,4,12,4,1,0.521739130434783,1,0.0869565217391304,0.173913043478261,0.0434782608695652,0.608695652173913,0.652173913043478,0.173913043478261,0,6,4,0,0,0,6,4,0,0,20,2,0,1,0,0.304347826086957,0.695652173913043,6,0,2,2,2,8,3,1,0.217391304347826,0.0869565217391304,0.695652173913043,0.217391304347826,0.0869565217391304,3,0,1,0,0,4,1,0,0,0.782608695652174,0,0.739130434782609,0,0.782608695652174,0.0434782608695652,0.0434782608695652,0,0.260869565217391,0,4,0,2,0,2,0,0,0,1,9,2,0,0.217391304347826,0.0869565217391304,0.695652173913043,0.217391304347826,0.0869565217391304,3,0,1,0,0,4,1,0,0.391304347826087,0.260869565217391,0,0,0.695652173913043,2,1,0,0,2,5,2,0,0,0.130434782608696,0.260869565217391,0.521739130434783,1,0,0,3,2,4,9,3,1
"100","zurmat",42,0.952380952380952,0.0476190476190476,0.0714285714285714,0,4,0,4,2,0,0.738095238095238,0.80952380952381,0.738095238095238,0.761904761904762,0.0238095238095238,0.880952380952381,0.69047619047619,0.0238095238095238,0.619047619047619,6,4,6,6,0,6,4,0,4,36,4,1,0.880952380952381,0.0476190476190476,0.428571428571429,0.5,6,0,2,1,2,8,3,1,0,0.0714285714285714,0.285714285714286,0.404761904761905,0.30952380952381,0,0,0,3,1,4,1,0,0,0.380952380952381,0.19047619047619,0.571428571428571,0.0714285714285714,0.214285714285714,0.0238095238095238,0.238095238095238,0,0.285714285714286,0,4,0,2,0,0,0,0,0,1,7,1,0,0,0.0714285714285714,0.285714285714286,0.404761904761905,0.30952380952381,0,0,0,3,1,4,1,0,0.0238095238095238,0.0476190476190476,0,0.0714285714285714,0.857142857142857,0,0,0,0,4,4,1,0,0.166666666666667,0.238095238095238,0.0238095238095238,0.619047619047619,0.5,0,0,0,2,2,4,1,0
